"Population by Mother tongue","Number"
"Achhami",""
"Female","566"
"Male","595"
"","1161"
"Avadhi",""
"Female","10"
"Male","11"
"","21"
"Baitadeli",""
"Female","335"
"Male","374"
"","709"
"Bajhangi",""
"Female","761"
"Male","802"
"","1563"
"Bajureli",""
"Female","307"
"Male","315"
"","622"
"Bangla",""
"Female","16"
"Male","20"
"","36"
"Bhojpuri",""
"Female","110"
"Male","140"
"","250"
"Chamling",""
"Female","26"
"Male","19"
"","45"
"Dadeldhuri",""
"Female","45"
"Male","41"
"","86"
"Dailekhi",""
"Female","19"
"Male","19"
"","38"
"Darchuleli",""
"Female","61"
"Male","62"
"","123"
"Doteli",""
"Female","23797"
"Male","22486"
"","46283"
"Gurung",""
"Female","96"
"Male","84"
"","180"
"Hindi",""
"Female","1123"
"Male","1377"
"","2500"
"Kham",""
"Female","155"
"Male","178"
"","333"
"Limbu",""
"Female","17"
"Male","17"
"","34"
"Magar",""
"Female","1054"
"Male","1084"
"","2138"
"Maithili",""
"Female","1096"
"Male","1322"
"","2418"
"Nepali",""
"Female","16690"
"Male","16028"
"","32718"
"Newar",""
"Female","307"
"Male","295"
"","602"
"Not Reported",""
"Female","16"
"Male","18"
"","34"
"Others",""
"Female","57"
"Male","51"
"","108"
"Punjabi",""
"Female","12"
"Male","12"
"","24"
"Rai",""
"Female","50"
"Male","47"
"","97"
"Raji",""
"Female","18"
"Male","19"
"","37"
"Rajsthani",""
"Female","37"
"Male","52"
"","89"
"Sherpa",""
"Female","4"
"Male","7"
"","11"
"Tamang",""
"Female","576"
"Male","505"
"","1081"
"Tharu",""
"Female","26601"
"Male","27138"
"","53739"
"Urdu",""
"Female","317"
"Male","344"
"","661"
