"Children, Adolescent, Youth, Elderly and Working Population","Number"
"Adolescent (10-19)",""
"Female","62135"
"Male","62135"
"Children (0-4)",""
"Female","24862"
"Male","24862"
"Elderely (60+)",""
"Female","16712"
"Male","16712"
"Working population (15-59)",""
"Female","136542"
"Male","136542"
"Youth (15-24)",""
"Female","49718"
"Male","49718"
