"Population by Five Years Age Group","Number"
"0-4",""
"Female","23966"
"Male","24862"
"10-14",""
"Female","31865"
"Male","34035"
"15-19",""
"Female","28436"
"Male","28100"
"20-24",""
"Female","25060"
"Male","21618"
"25-29",""
"Female","22211"
"Male","18977"
"30-34",""
"Female","18067"
"Male","15624"
"35-39",""
"Female","15720"
"Male","14775"
"40-44",""
"Female","12499"
"Male","12348"
"45-49",""
"Female","9617"
"Male","10495"
"50-54",""
"Female","7233"
"Male","8212"
"55-59",""
"Female","6100"
"Male","6393"
"5-9",""
"Female","30493"
"Male","32104"
"60-64",""
"Female","6005"
"Male","6129"
"65-69",""
"Female","4131"
"Male","4338"
"70-74",""
"Female","2900"
"Male","3265"
"75+",""
"Female","2755"
"Male","2980"
