"Population by Single Year of Age","Number"
"0",""
"Female","4420"
"Male","4814"
"1",""
"Female","3904"
"Male","4133"
"10",""
"Female","7723"
"Male","8250"
"11",""
"Female","4835"
"Male","5214"
"12",""
"Female","7437"
"Male","8433"
"13",""
"Female","5666"
"Male","5765"
"14",""
"Female","6204"
"Male","6373"
"15",""
"Female","6223"
"Male","6649"
"16",""
"Female","6251"
"Male","6243"
"17",""
"Female","5032"
"Male","4664"
"18",""
"Female","7006"
"Male","6979"
"19",""
"Female","3924"
"Male","3565"
"2",""
"Female","4825"
"Male","4930"
"20",""
"Female","7298"
"Male","6373"
"21",""
"Female","3696"
"Male","3381"
"22",""
"Female","5794"
"Male","5240"
"23",""
"Female","4044"
"Male","3142"
"24",""
"Female","4228"
"Male","3482"
"25",""
"Female","7282"
"Male","6544"
"26",""
"Female","3973"
"Male","3323"
"27",""
"Female","3408"
"Male","2911"
"28",""
"Female","5396"
"Male","4334"
"29",""
"Female","2152"
"Male","1865"
"3",""
"Female","5334"
"Male","5494"
"30",""
"Female","7817"
"Male","6922"
"31",""
"Female","1717"
"Male","1534"
"32",""
"Female","4046"
"Male","3721"
"33",""
"Female","2340"
"Male","1673"
"34",""
"Female","2147"
"Male","1774"
"35",""
"Female","7207"
"Male","7497"
"36",""
"Female","2255"
"Male","2093"
"37",""
"Female","1688"
"Male","1451"
"38",""
"Female","3267"
"Male","2576"
"39",""
"Female","1303"
"Male","1158"
"4",""
"Female","5483"
"Male","5491"
"40",""
"Female","6489"
"Male","6849"
"41",""
"Female","1103"
"Male","1044"
"42",""
"Female","2313"
"Male","2364"
"43",""
"Female","1440"
"Male","1106"
"44",""
"Female","1154"
"Male","985"
"45",""
"Female","4828"
"Male","5812"
"46",""
"Female","1174"
"Male","1210"
"47",""
"Female","863"
"Male","944"
"48",""
"Female","1971"
"Male","1802"
"49",""
"Female","781"
"Male","727"
"5",""
"Female","6455"
"Male","6900"
"50",""
"Female","4001"
"Male","4661"
"51",""
"Female","648"
"Male","868"
"52",""
"Female","1156"
"Male","1416"
"53",""
"Female","774"
"Male","663"
"54",""
"Female","654"
"Male","604"
"55",""
"Female","2959"
"Male","3330"
"56",""
"Female","755"
"Male","842"
"57",""
"Female","643"
"Male","656"
"58",""
"Female","1192"
"Male","1025"
"59",""
"Female","551"
"Male","540"
"6",""
"Female","6013"
"Male","6016"
"60",""
"Female","3612"
"Male","3830"
"61",""
"Female","516"
"Male","574"
"62",""
"Female","920"
"Male","804"
"63",""
"Female","522"
"Male","489"
"64",""
"Female","435"
"Male","432"
"65",""
"Female","2545"
"Male","2465"
"66",""
"Female","369"
"Male","409"
"67",""
"Female","344"
"Male","410"
"68",""
"Female","638"
"Male","776"
"69",""
"Female","235"
"Male","278"
"7",""
"Female","5962"
"Male","6197"
"70",""
"Female","1967"
"Male","2136"
"71",""
"Female","172"
"Male","262"
"72",""
"Female","412"
"Male","460"
"73",""
"Female","206"
"Male","234"
"74",""
"Female","143"
"Male","173"
"75",""
"Female","917"
"Male","973"
"76",""
"Female","124"
"Male","167"
"77",""
"Female","97"
"Male","137"
"78",""
"Female","173"
"Male","210"
"79",""
"Female","61"
"Male","92"
"8",""
"Female","7115"
"Male","7817"
"80",""
"Female","605"
"Male","568"
"81",""
"Female","54"
"Male","77"
"82",""
"Female","63"
"Male","81"
"83",""
"Female","47"
"Male","50"
"84",""
"Female","59"
"Male","61"
"85",""
"Female","555"
"Male","564"
"9",""
"Female","4948"
"Male","5174"
