"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","661"
"Male","526"
"","1187"
"Chhetri",""
"Female","3921"
"Male","3185"
"","7106"
"Dalit Others",""
"Female","168"
"Male","163"
"","331"
"Damai/Dholi",""
"Female","428"
"Male","335"
"","763"
"Kami",""
"Female","1477"
"Male","1094"
"","2571"
"Magar",""
"Female","5632"
"Male","4758"
"","10390"
"Others",""
"Female","45"
"Male","29"
"","74"
"Sanyasi/Dasnami",""
"Female","176"
"Male","151"
"","327"
"Sarki",""
"Female","725"
"Male","538"
"","1263"
"Sunuwar",""
"Female","11"
"Male","10"
"","21"
"Thakuri",""
"Female","122"
"Male","90"
"","212"
