"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3"
"Cow Dung","7"
"Electricity Fuel","0"
"KeroseneFuel","15"
"LP Gas","28"
"Not Sated about Fuel","21"
"OthersFuel","0"
"Wood/FireWood","4656"
"Total","4730"
