"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","14"
"Male","22"
"","36"
"Gurung",""
"Female","319"
"Male","241"
"","560"
"Hindi",""
"Female","20"
"Male","36"
"","56"
"Kham",""
"Female","3099"
"Male","2639"
"","5738"
"Magar",""
"Female","12902"
"Male","10900"
"","23802"
"Maithili",""
"Female","19"
"Male","45"
"","64"
"Nepali",""
"Female","104264"
"Male","86158"
"","190422"
"Newar",""
"Female","44"
"Male","46"
"","90"
"Not Reported",""
"Female","53"
"Male","42"
"","95"
"Others",""
"Female","92"
"Male","99"
"","191"
"Sign Language",""
"Female","4"
"Male","7"
"","11"
"Tharu",""
"Female","12"
"Male","32"
"","44"
"Urdu",""
"Female","34"
"Male","34"
"","68"
