"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","12238"
"Cow Dung","211"
"Electricity Fuel","234"
"KeroseneFuel","997"
"LP Gas","52545"
"Not Sated about Fuel","518"
"OthersFuel","669"
"Wood/FireWood","64933"
"Total","132345"
