"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","3926"
"Christianity","86"
"Hindu","11877"
"Islam","11"
"Jainism","0"
"Kirat","0"
"Prakriti","1"
"Sikhism","0"
"Undefined","42"
"Total","15945"
