"Population by Five Years Age Group","Number"
"0-4",""
"Female","1377"
"Male","1434"
"10-14",""
"Female","1742"
"Male","1917"
"15-19",""
"Female","1003"
"Male","1341"
"20-24",""
"Female","996"
"Male","953"
"25-29",""
"Female","1115"
"Male","843"
"30-34",""
"Female","1068"
"Male","743"
"35-39",""
"Female","927"
"Male","834"
"40-44",""
"Female","822"
"Male","697"
"45-49",""
"Female","629"
"Male","650"
"50-54",""
"Female","533"
"Male","632"
"55-59",""
"Female","423"
"Male","500"
"5-9",""
"Female","1870"
"Male","2011"
"60-64",""
"Female","445"
"Male","445"
"65-69",""
"Female","343"
"Male","379"
"70-74",""
"Female","182"
"Male","265"
"75+",""
"Female","141"
"Male","170"
