"Population by Five Years Age Group","Number"
"0-4",""
"Female","1255"
"Male","1360"
"10-14",""
"Female","1866"
"Male","1765"
"15-19",""
"Female","1647"
"Male","1309"
"20-24",""
"Female","1353"
"Male","694"
"25-29",""
"Female","1154"
"Male","598"
"30-34",""
"Female","930"
"Male","548"
"35-39",""
"Female","759"
"Male","493"
"40-44",""
"Female","696"
"Male","495"
"45-49",""
"Female","578"
"Male","506"
"50-54",""
"Female","491"
"Male","420"
"55-59",""
"Female","377"
"Male","390"
"5-9",""
"Female","1642"
"Male","1658"
"60-64",""
"Female","383"
"Male","344"
"65-69",""
"Female","266"
"Male","267"
"70-74",""
"Female","159"
"Male","198"
"75+",""
"Female","237"
"Male","227"
