"Population by Single Year of Age","Number"
"0",""
"Female","221"
"Male","251"
"1",""
"Female","231"
"Male","232"
"10",""
"Female","363"
"Male","403"
"11",""
"Female","360"
"Male","308"
"12",""
"Female","392"
"Male","395"
"13",""
"Female","377"
"Male","336"
"14",""
"Female","374"
"Male","323"
"15",""
"Female","343"
"Male","322"
"16",""
"Female","335"
"Male","291"
"17",""
"Female","335"
"Male","242"
"18",""
"Female","377"
"Male","263"
"19",""
"Female","257"
"Male","191"
"2",""
"Female","243"
"Male","301"
"20",""
"Female","296"
"Male","175"
"21",""
"Female","266"
"Male","143"
"22",""
"Female","296"
"Male","140"
"23",""
"Female","252"
"Male","120"
"24",""
"Female","243"
"Male","116"
"25",""
"Female","296"
"Male","140"
"26",""
"Female","238"
"Male","109"
"27",""
"Female","208"
"Male","114"
"28",""
"Female","272"
"Male","141"
"29",""
"Female","140"
"Male","94"
"3",""
"Female","277"
"Male","242"
"30",""
"Female","327"
"Male","163"
"31",""
"Female","119"
"Male","78"
"32",""
"Female","208"
"Male","112"
"33",""
"Female","145"
"Male","96"
"34",""
"Female","131"
"Male","99"
"35",""
"Female","233"
"Male","158"
"36",""
"Female","139"
"Male","82"
"37",""
"Female","136"
"Male","83"
"38",""
"Female","146"
"Male","100"
"39",""
"Female","105"
"Male","70"
"4",""
"Female","283"
"Male","334"
"40",""
"Female","267"
"Male","196"
"41",""
"Female","103"
"Male","59"
"42",""
"Female","127"
"Male","88"
"43",""
"Female","105"
"Male","91"
"44",""
"Female","94"
"Male","61"
"45",""
"Female","197"
"Male","134"
"46",""
"Female","92"
"Male","100"
"47",""
"Female","86"
"Male","85"
"48",""
"Female","131"
"Male","115"
"49",""
"Female","72"
"Male","72"
"5",""
"Female","297"
"Male","288"
"50",""
"Female","208"
"Male","171"
"51",""
"Female","66"
"Male","74"
"52",""
"Female","86"
"Male","78"
"53",""
"Female","69"
"Male","50"
"54",""
"Female","62"
"Male","47"
"55",""
"Female","120"
"Male","109"
"56",""
"Female","76"
"Male","85"
"57",""
"Female","66"
"Male","73"
"58",""
"Female","66"
"Male","74"
"59",""
"Female","49"
"Male","49"
"6",""
"Female","347"
"Male","334"
"60",""
"Female","176"
"Male","150"
"61",""
"Female","58"
"Male","64"
"62",""
"Female","70"
"Male","55"
"63",""
"Female","41"
"Male","37"
"64",""
"Female","38"
"Male","38"
"65",""
"Female","89"
"Male","91"
"66",""
"Female","40"
"Male","40"
"67",""
"Female","48"
"Male","36"
"68",""
"Female","64"
"Male","74"
"69",""
"Female","25"
"Male","26"
"7",""
"Female","347"
"Male","341"
"70",""
"Female","76"
"Male","88"
"71",""
"Female","21"
"Male","26"
"72",""
"Female","36"
"Male","41"
"73",""
"Female","15"
"Male","24"
"74",""
"Female","11"
"Male","19"
"75",""
"Female","51"
"Male","42"
"76",""
"Female","15"
"Male","18"
"77",""
"Female","13"
"Male","15"
"78",""
"Female","23"
"Male","31"
"79",""
"Female","4"
"Male","9"
"8",""
"Female","315"
"Male","397"
"80",""
"Female","51"
"Male","24"
"81",""
"Female","8"
"Male","7"
"82",""
"Female","7"
"Male","13"
"83",""
"Female","9"
"Male","11"
"84",""
"Female","7"
"Male","8"
"85",""
"Female","49"
"Male","49"
"9",""
"Female","336"
"Male","298"
