"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","221"
"Cow Dung","2"
"Electricity","2"
"Kerosene","6"
"LP Gas","126"
"Not stated","42"
"Others","0"
"Wood/Firewood","4189"
"Total","4588"
