"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2643"
"Male","2377"
"","5020"
"Chhetri",""
"Female","14064"
"Male","13317"
"","27381"
"Dalit Others",""
"Female","2365"
"Male","2266"
"","4631"
"Damai/Dholi",""
"Female","24"
"Male","23"
"","47"
"Dhanuk",""
"Female","36"
"Male","27"
"","63"
"Kami",""
"Female","207"
"Male","224"
"","431"
"Lohar",""
"Female","602"
"Male","605"
"","1207"
"Others",""
"Female","26"
"Male","21"
"","47"
"Sanyasi/Dasnami",""
"Female","8"
"Male","5"
"","13"
"Sarki",""
"Female","23"
"Male","20"
"","43"
"Thakuri",""
"Female","114"
"Male","106"
"","220"
"Undefined Others",""
"Female","9"
"Male","7"
"","16"
"Yakkha",""
"Female","30"
"Male","25"
"","55"
