"Agricultural land use area","Hectare"
"Area under arable land","404541.00"
"Area under meadows and pasture","5561.00"
"Area under permanent crops","44388.00"
"Area under Temporary crops","398849.00"
"Area under temporary fallow","4389.00"
"Area under temporary meadows","1303.00"
"Other land","21017.00"
"Ponds","828.00"
"Woodland and forest","8343.00"
"Total","889219.00"
