"Population by Caste Ethinicity","Number"
"Badi",""
"Female","38"
"Male","25"
"","63"
"Bahing",""
"Female","23"
"Male","20"
"","43"
"Bantaba",""
"Female","21"
"Male","26"
"","47"
"Bhote",""
"Female","1800"
"Male","1678"
"","3478"
"Bote",""
"Female","16"
"Male","16"
"","32"
"Brahman - Hill",""
"Female","4510"
"Male","3892"
"","8402"
"Chamling",""
"Female","168"
"Male","146"
"","314"
"Chhetri",""
"Female","15412"
"Male","13531"
"","28943"
"Dalit Others",""
"Female","22"
"Male","15"
"","37"
"Damai/Dholi",""
"Female","1895"
"Male","1578"
"","3473"
"Dhandi",""
"Female","12"
"Male","8"
"","20"
"Ghale",""
"Female","14"
"Male","17"
"","31"
"Gharti/Bhujel",""
"Female","461"
"Male","383"
"","844"
"Gurung",""
"Female","4619"
"Male","3990"
"","8609"
"Hajam/Thakur",""
"Female","14"
"Male","20"
"","34"
"Kami",""
"Female","4059"
"Male","3460"
"","7519"
"Kathabaniyan",""
"Female","10"
"Male","8"
"","18"
"Kayastha",""
"Female","94"
"Male","106"
"","200"
"Khaling",""
"Female","244"
"Male","211"
"","455"
"Khawas",""
"Female","11"
"Male","10"
"","21"
"Kulung",""
"Female","5012"
"Male","4742"
"","9754"
"Kumal",""
"Female","494"
"Male","398"
"","892"
"Lhomi",""
"Female","456"
"Male","412"
"","868"
"Limbu",""
"Female","4592"
"Male","4080"
"","8672"
"Loharung",""
"Female","480"
"Male","474"
"","954"
"Magar",""
"Female","2789"
"Male","2479"
"","5268"
"Majhi",""
"Female","86"
"Male","77"
"","163"
"Mali",""
"Female","9"
"Male","8"
"","17"
"Marwadi",""
"Female","45"
"Male","38"
"","83"
"Mewahang Bala",""
"Female","1170"
"Male","1091"
"","2261"
"Musalman",""
"Female","8"
"Male","16"
"","24"
"Nachhiring",""
"Female","93"
"Male","81"
"","174"
"Newar",""
"Female","3933"
"Male","3544"
"","7477"
"Others",""
"Female","286"
"Male","316"
"","602"
"Pattharkatta/ Kushwadiya",""
"Female","17"
"Male","8"
"","25"
"Rai",""
"Female","8814"
"Male","8076"
"","16890"
"Samgpang",""
"Female","33"
"Male","42"
"","75"
"Sanyasi/Dasnami",""
"Female","556"
"Male","490"
"","1046"
"Sarki",""
"Female","1100"
"Male","907"
"","2007"
"Sherpa",""
"Female","4792"
"Male","4462"
"","9254"
"Sunuwar",""
"Female","22"
"Male","21"
"","43"
"Tamang",""
"Female","8691"
"Male","7860"
"","16551"
"Terai Others",""
"Female","12"
"Male","9"
"","21"
"Thakuri",""
"Female","43"
"Male","39"
"","82"
"Tharu",""
"Female","18"
"Male","55"
"","73"
"Thulung",""
"Female","316"
"Male","331"
"","647"
"Topkegola",""
"Female","32"
"Male","37"
"","69"
"Undefined Others",""
"Female","91"
"Male","70"
"","161"
"Yadav",""
"Female","21"
"Male","34"
"","55"
"Yakkha",""
"Female","3873"
"Male","3306"
"","7179"
"Yamphu",""
"Female","2178"
"Male","2074"
"","4252"
