"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","69"
"Cow Dung","1"
"Electricity Fuel","29"
"KeroseneFuel","181"
"LP Gas","1431"
"Not Sated about Fuel","139"
"OthersFuel","12"
"Wood/FireWood","32753"
"Total","34615"
