"Population by Caste Ethinicity","Number"
"Badi",""
"Female","59"
"Male","50"
"","109"
"Brahman - Hill",""
"Female","538"
"Male","425"
"","963"
"Chhetri",""
"Female","832"
"Male","661"
"","1493"
"Damai/Dholi",""
"Female","298"
"Male","236"
"","534"
"Foreigner",""
"Female","12"
"Male","6"
"","18"
"Gaine",""
"Female","7"
"Male","7"
"","14"
"Gurung",""
"Female","384"
"Male","319"
"","703"
"Kami",""
"Female","1285"
"Male","914"
"","2199"
"Kumal",""
"Female","465"
"Male","391"
"","856"
"Kusunda",""
"Female","10"
"Male","8"
"","18"
"Magar",""
"Female","5504"
"Male","4541"
"","10045"
"Musalman",""
"Female","266"
"Male","195"
"","461"
"Newar",""
"Female","90"
"Male","72"
"","162"
"Others",""
"Female","15"
"Male","12"
"","27"
"Sanyasi/Dasnami",""
"Female","138"
"Male","105"
"","243"
"Sarki",""
"Female","95"
"Male","77"
"","172"
"Thakuri",""
"Female","14"
"Male","12"
"","26"
"Tharu",""
"Female","306"
"Male","278"
"","584"
