"Population by Mother tongue","Number"
"Bantawa",""
"Female","10"
"Male","17"
"","27"
"Gurung",""
"Female","226"
"Male","195"
"","421"
"Limbu",""
"Female","3536"
"Male","3120"
"","6656"
"Magar",""
"Female","310"
"Male","245"
"","555"
"Maithili",""
"Female","5"
"Male","17"
"","22"
"Majhi",""
"Female","69"
"Male","62"
"","131"
"Nepali",""
"Female","5688"
"Male","4935"
"","10623"
"Newar",""
"Female","104"
"Male","105"
"","209"
"Not Reported",""
"Female","21"
"Male","19"
"","40"
"Others",""
"Female","14"
"Male","15"
"","29"
"Rai",""
"Female","191"
"Male","178"
"","369"
"Sanskrit",""
"Female","27"
"Male","27"
"","54"
"Sherpa",""
"Female","85"
"Male","88"
"","173"
"Tamang",""
"Female","1276"
"Male","1066"
"","2342"
"Yakkha",""
"Female","53"
"Male","43"
"","96"
