"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2327"
"Male","2023"
"","4350"
"Chhetri",""
"Female","1265"
"Male","1082"
"","2347"
"Damai/Dholi",""
"Female","431"
"Male","363"
"","794"
"Gharti/Bhujel",""
"Female","159"
"Male","150"
"","309"
"Gurung",""
"Female","373"
"Male","335"
"","708"
"Kami",""
"Female","775"
"Male","655"
"","1430"
"Khawas",""
"Female","16"
"Male","16"
"","32"
"Limbu",""
"Female","3611"
"Male","3195"
"","6806"
"Magar",""
"Female","355"
"Male","275"
"","630"
"Majhi",""
"Female","95"
"Male","82"
"","177"
"Newar",""
"Female","251"
"Male","256"
"","507"
"Others",""
"Female","21"
"Male","21"
"","42"
"Rai",""
"Female","215"
"Male","217"
"","432"
"Sanyasi/Dasnami",""
"Female","43"
"Male","38"
"","81"
"Sarki",""
"Female","207"
"Male","181"
"","388"
"Sherpa",""
"Female","105"
"Male","98"
"","203"
"Tamang",""
"Female","1313"
"Male","1102"
"","2415"
"Yakkha",""
"Female","53"
"Male","43"
"","96"
