"Population by Mother tongue","Number"
"Bajjika",""
"Female","3"
"Male","16"
"","19"
"Bangla",""
"Female","18"
"Male","30"
"","48"
"Bankariya",""
"Female","38"
"Male","24"
"","62"
"Bantawa",""
"Female","5"
"Male","7"
"","12"
"Bhojpuri",""
"Female","1476"
"Male","2455"
"","3931"
"Bhujel",""
"Female","65"
"Male","64"
"","129"
"Chepang",""
"Female","7872"
"Male","8147"
"","16019"
"Danuwar",""
"Female","44"
"Male","45"
"","89"
"Doteli",""
"Female","15"
"Male","8"
"","23"
"Gurung",""
"Female","528"
"Male","482"
"","1010"
"Hindi",""
"Female","182"
"Male","272"
"","454"
"Lapcha",""
"Female","463"
"Male","318"
"","781"
"Limbu",""
"Female","14"
"Male","12"
"","26"
"Magar",""
"Female","2948"
"Male","2688"
"","5636"
"Maithili",""
"Female","1036"
"Male","1578"
"","2614"
"Majhi",""
"Female","365"
"Male","320"
"","685"
"Nepali",""
"Female","89652"
"Male","82770"
"","172422"
"Newar",""
"Female","8732"
"Male","8118"
"","16850"
"Not Reported",""
"Female","99"
"Male","106"
"","205"
"Others",""
"Female","310"
"Male","348"
"","658"
"Pahari",""
"Female","201"
"Male","166"
"","367"
"Rai",""
"Female","1138"
"Male","1039"
"","2177"
"Rajsthani",""
"Female","99"
"Male","106"
"","205"
"Sign Language",""
"Female","24"
"Male","24"
"","48"
"Sunuwar",""
"Female","20"
"Male","18"
"","38"
"Tamang",""
"Female","97865"
"Male","92416"
"","190281"
"Thami",""
"Female","10"
"Male","9"
"","19"
"Tharu",""
"Female","154"
"Male","264"
"","418"
"Urdu",""
"Female","142"
"Male","233"
"","375"
