"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3521"
"Cow Dung","116"
"Electricity Fuel","206"
"KeroseneFuel","824"
"LP Gas","16229"
"Not Sated about Fuel","220"
"OthersFuel","316"
"Wood/FireWood","64613"
"Total","86045"
