"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","204"
"Male","218"
"","422"
"Chhetri",""
"Female","6531"
"Male","6435"
"","12966"
"Dalit Others",""
"Female","7"
"Male","4"
"","11"
"Damai/Dholi",""
"Female","871"
"Male","858"
"","1729"
"Kami",""
"Female","1965"
"Male","1897"
"","3862"
"Lohar",""
"Female","42"
"Male","43"
"","85"
"Others",""
"Female","15"
"Male","23"
"","38"
"Sanyasi/Dasnami",""
"Female","36"
"Male","47"
"","83"
"Sarki",""
"Female","262"
"Male","264"
"","526"
"Terai Others",""
"Female","5"
"Male","6"
"","11"
"Thakuri",""
"Female","821"
"Male","791"
"","1612"
"Tharu",""
"Female","4"
"Male","17"
"","21"
