"Population by Mother tongue","Number"
"Jirel",""
"Female","8"
"Male","7"
"","15"
"Magar",""
"Female","59"
"Male","47"
"","106"
"Maithili",""
"Female","19"
"Male","34"
"","53"
"Nepali",""
"Female","5208"
"Male","4625"
"","9833"
"Newar",""
"Female","377"
"Male","320"
"","697"
"Not Reported",""
"Female","6"
"Male","10"
"","16"
"Others",""
"Female","11"
"Male","15"
"","26"
"Rai",""
"Female","16"
"Male","13"
"","29"
"Sherpa",""
"Female","1049"
"Male","921"
"","1970"
"Sunuwar",""
"Female","1916"
"Male","1646"
"","3562"
"Tamang",""
"Female","668"
"Male","589"
"","1257"
"Thami",""
"Female","21"
"Male","16"
"","37"
