"Population by Caste Ethinicity","Number"
"Badi",""
"Female","13"
"Male","8"
"","21"
"Brahman - Hill",""
"Female","202"
"Male","181"
"","383"
"Chhetri",""
"Female","3136"
"Male","2845"
"","5981"
"Damai/Dholi",""
"Female","350"
"Male","274"
"","624"
"Gharti/Bhujel",""
"Female","100"
"Male","107"
"","207"
"Jirel",""
"Female","8"
"Male","7"
"","15"
"Kami",""
"Female","514"
"Male","409"
"","923"
"Khawas",""
"Female","8"
"Male","3"
"","11"
"Magar",""
"Female","115"
"Male","104"
"","219"
"Newar",""
"Female","699"
"Male","621"
"","1320"
"Others",""
"Female","39"
"Male","44"
"","83"
"Rai",""
"Female","24"
"Male","16"
"","40"
"Sarki",""
"Female","128"
"Male","121"
"","249"
"Sherpa",""
"Female","1138"
"Male","998"
"","2136"
"Sunuwar",""
"Female","1952"
"Male","1680"
"","3632"
"Tamang",""
"Female","899"
"Male","794"
"","1693"
"Terai Others",""
"Female","3"
"Male","8"
"","11"
"Thami",""
"Female","30"
"Male","23"
"","53"
