"Population by Caste Ethinicity","Number"
"Teli",""
"Female","19737"
"Male","21072"
"","40809"
"Terai Others",""
"Female","8824"
"Male","9340"
"","18164"
"Thakali",""
"Female","78"
"Male","44"
"","122"
"Thakuri",""
"Female","3385"
"Male","2931"
"","6316"
"Thami",""
"Female","941"
"Male","886"
"","1827"
"Tharu",""
"Female","97501"
"Male","88634"
"","186135"
"Thulung",""
"Female","1566"
"Male","1512"
"","3078"
"Topkegola",""
"Female","763"
"Male","694"
"","1457"
"Undefined Others",""
"Female","4285"
"Male","4052"
"","8337"
"Walung",""
"Female","548"
"Male","594"
"","1142"
"Yadav",""
"Female","28057"
"Male","31136"
"","59193"
"Yakkha",""
"Female","9633"
"Male","8216"
"","17849"
"Yamphu",""
"Female","3533"
"Male","3279"
"","6812"
