"Population by Caste Ethinicity","Number"
"Aathpariya",""
"Female","3243"
"Male","2653"
"","5896"
"Amat",""
"Female","674"
"Male","703"
"","1377"
"Badhaee",""
"Female","1752"
"Male","1902"
"","3654"
"Badi",""
"Female","1494"
"Male","1450"
"","2944"
"Bahing",""
"Female","1493"
"Male","1258"
"","2751"
"Bangali",""
"Female","4860"
"Male","5374"
"","10234"
"Bantaba",""
"Female","2139"
"Male","1832"
"","3971"
"Bantar/Sardar",""
"Female","17143"
"Male","17021"
"","34164"
"Baraee",""
"Female","1523"
"Male","1589"
"","3112"
"Bhote",""
"Female","2607"
"Male","2430"
"","5037"
"Bin",""
"Female","1010"
"Male","984"
"","1994"
"Bote",""
"Female","143"
"Male","133"
"","276"
"Brahman - Hill",""
"Female","288345"
"Male","254941"
"","543286"
"Brahman - Tarai",""
"Female","4576"
"Male","4681"
"","9257"
"Brahmu/ Baramo",""
"Female","72"
"Male","75"
"","147"
"Byasi/Sauka",""
"Female","107"
"Male","116"
"","223"
"Chamar/ Harijan/ Ram",""
"Female","7038"
"Male","6835"
"","13873"
"Chamling",""
"Female","3066"
"Male","2615"
"","5681"
"Chepang /Praja",""
"Female","131"
"Male","138"
"","269"
"Chhetri",""
"Female","355163"
"Male","306005"
"","661168"
"Dalit Others",""
"Female","1837"
"Male","1705"
"","3542"
"Damai/Dholi",""
"Female","43586"
"Male","37008"
"","80594"
"Danuwar",""
"Female","7915"
"Male","6833"
"","14748"
"Darai",""
"Female","22"
"Male","20"
"","42"
"Dev",""
"Female","278"
"Male","321"
"","599"
"Dhandi",""
"Female","17"
"Male","14"
"","31"
"Dhanuk",""
"Female","12889"
"Male","13634"
"","26523"
"Dhimal",""
"Female","13471"
"Male","11342"
"","24813"
"Dhobi",""
"Female","1053"
"Male","1106"
"","2159"
"Dhunia",""
"Female","114"
"Male","114"
"","228"
"Dom",""
"Female","1524"
"Male","1513"
"","3037"
"Dusadh/ Pasawan/ Pasi",""
"Female","5399"
"Male","5628"
"","11027"
"Foreigner",""
"Female","208"
"Male","223"
"","431"
"Gaderi/Bhedihar",""
"Female","1295"
"Male","1297"
"","2592"
"Gaine",""
"Female","114"
"Male","105"
"","219"
"Gangai",""
"Female","18362"
"Male","18121"
"","36483"
"Ghale",""
"Female","415"
"Male","360"
"","775"
"Gharti/Bhujel",""
"Female","19397"
"Male","17326"
"","36723"
"Gurung",""
"Female","33386"
"Male","28449"
"","61835"
"Hajam/Thakur",""
"Female","6876"
"Male","7198"
"","14074"
"Halkhor",""
"Female","114"
"Male","113"
"","227"
"Halwai",""
"Female","9376"
"Male","9731"
"","19107"
"Hayu",""
"Female","37"
"Male","30"
"","67"
"Hyolmo",""
"Female","712"
"Male","630"
"","1342"
"Janajati Others",""
"Female","278"
"Male","271"
"","549"
"Jhangad/ Dhagar",""
"Female","16440"
"Male","15195"
"","31635"
"Jirel",""
"Female","16"
"Male","14"
"","30"
"Kahar",""
"Female","509"
"Male","534"
"","1043"
"Kalar",""
"Female","223"
"Male","196"
"","419"
"Kalwar",""
"Female","2943"
"Male","3243"
"","6186"
"Kamar",""
"Female","342"
"Male","364"
"","706"
"Kami",""
"Female","79070"
"Male","69002"
"","148072"
"Kanu",""
"Female","565"
"Male","571"
"","1136"
"Kathabaniyan",""
"Female","7255"
"Male","7983"
"","15238"
"Kayastha",""
"Female","3287"
"Male","3397"
"","6684"
"Kewat",""
"Female","14441"
"Male","14533"
"","28974"
"Khaling",""
"Female","681"
"Male","576"
"","1257"
"Khatwe",""
"Female","4162"
"Male","4055"
"","8217"
"Khawas",""
"Female","8390"
"Male","7679"
"","16069"
"Kisan",""
"Female","501"
"Male","523"
"","1024"
"Koche",""
"Female","574"
"Male","590"
"","1164"
"Koiri/Kushwaha",""
"Female","17897"
"Male","18796"
"","36693"
"Kulung",""
"Female","14536"
"Male","13642"
"","28178"
"Kumal",""
"Female","3762"
"Male","3558"
"","7320"
"Kumhar",""
"Female","1144"
"Male","1216"
"","2360"
"Kurmi",""
"Female","2072"
"Male","2229"
"","4301"
"Kusunda",""
"Female","15"
"Male","19"
"","34"
"Lepcha",""
"Female","1502"
"Male","1582"
"","3084"
"Lhomi",""
"Female","471"
"Male","421"
"","892"
"Limbu",""
"Female","195004"
"Male","168020"
"","363024"
"Lodh",""
"Female","11"
"Male","11"
"","22"
"Lohar",""
"Female","679"
"Male","761"
"","1440"
"Loharung",""
"Female","535"
"Male","521"
"","1056"
"Magar",""
"Female","100530"
"Male","86951"
"","187481"
"Majhi",""
"Female","13759"
"Male","12606"
"","26365"
"Mali",""
"Female","352"
"Male","370"
"","722"
"Mallaha",""
"Female","9286"
"Male","9741"
"","19027"
"Marwadi",""
"Female","8718"
"Male","9399"
"","18117"
"Meche",""
"Female","2277"
"Male","1927"
"","4204"
"Mewahang Bala",""
"Female","1466"
"Male","1339"
"","2805"
"Munda",""
"Female","946"
"Male","908"
"","1854"
"Musahar",""
"Female","30470"
"Male","30975"
"","61445"
"Musalman",""
"Female","81002"
"Male","79991"
"","160993"
"Nachhiring",""
"Female","3568"
"Male","3464"
"","7032"
"Natuwa",""
"Female","23"
"Male","23"
"","46"
"Newar",""
"Female","88432"
"Male","78552"
"","166984"
"Nuniya",""
"Female","4721"
"Male","4833"
"","9554"
"Nurang",""
"Female","54"
"Male","56"
"","110"
"Others",""
"Female","4899"
"Male","4944"
"","9843"
"Pahari",""
"Female","40"
"Male","38"
"","78"
"Pattharkatta/ Kushwadiya",""
"Female","614"
"Male","593"
"","1207"
"Punjabi/Sikh",""
"Female","1025"
"Male","1031"
"","2056"
"Rai",""
"Female","271191"
"Male","239522"
"","510713"
"Rajbansi",""
"Female","57482"
"Male","54582"
"","112064"
"Rajbhar",""
"Female","901"
"Male","947"
"","1848"
"Rajdhob",""
"Female","316"
"Male","358"
"","674"
"Rajput",""
"Female","2359"
"Male","2648"
"","5007"
"Raute",""
"Female","48"
"Male","55"
"","103"
"Samgpang",""
"Female","770"
"Male","655"
"","1425"
"Sanyasi/Dasnami",""
"Female","20173"
"Male","17419"
"","37592"
"Sarbaria",""
"Female","2199"
"Male","2235"
"","4434"
"Sarki",""
"Female","23946"
"Male","21196"
"","45142"
"Satar/ Santhal",""
"Female","25468"
"Male","24675"
"","50143"
"Sherpa",""
"Female","33586"
"Male","29921"
"","63507"
"Sonar",""
"Female","2358"
"Male","2364"
"","4722"
"Sudhi",""
"Female","4641"
"Male","4838"
"","9479"
"Sunuwar",""
"Female","11082"
"Male","10126"
"","21208"
"Tajpuriya",""
"Female","9708"
"Male","9047"
"","18755"
"Tamang",""
"Female","112057"
"Male","97480"
"","209537"
"Tatma/Tatwa",""
"Female","2490"
"Male","2546"
"","5036"
