"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","2163"
"Male","1770"
"Chhetri",""
"Female","678"
"Male","594"
"Dalit Others",""
"Female","93"
"Male","70"
"Damai/Dholi",""
"Female","143"
"Male","121"
"Gharti/Bhujel",""
"Female","82"
"Male","69"
"Gurung",""
"Female","26"
"Male","15"
"Kami",""
"Female","377"
"Male","273"
"Magar",""
"Female","315"
"Male","250"
"Majhi",""
"Female","29"
"Male","24"
"Newar",""
"Female","980"
"Male","785"
"Others",""
"Female","39"
"Male","29"
"Sarki",""
"Female","352"
"Male","311"
"Tamang",""
"Female","3330"
"Male","2665"
"Terai Others",""
"Female","11"
"Male","7"
"Thakuri",""
"Female","67"
"Male","51"
