"Population by Caste Ethinicity","Number"
"Badi",""
"Female","104"
"Male","71"
"","175"
"Brahman - Hill",""
"Female","1143"
"Male","911"
"","2054"
"Chhetri",""
"Female","1404"
"Male","1030"
"","2434"
"Damai/Dholi",""
"Female","542"
"Male","476"
"","1018"
"Gaine",""
"Female","18"
"Male","15"
"","33"
"Gharti/Bhujel",""
"Female","103"
"Male","95"
"","198"
"Gurung",""
"Female","476"
"Male","389"
"","865"
"Kami",""
"Female","1514"
"Male","1170"
"","2684"
"Khawas",""
"Female","42"
"Male","35"
"","77"
"Kumal",""
"Female","262"
"Male","246"
"","508"
"Magar",""
"Female","4021"
"Male","3154"
"","7175"
"Majhi",""
"Female","14"
"Male","14"
"","28"
"Musalman",""
"Female","14"
"Male","10"
"","24"
"Newar",""
"Female","1453"
"Male","1168"
"","2621"
"Others",""
"Female","35"
"Male","33"
"","68"
"Rai",""
"Female","17"
"Male","9"
"","26"
"Sanyasi/Dasnami",""
"Female","66"
"Male","57"
"","123"
"Sarki",""
"Female","843"
"Male","590"
"","1433"
"Tamang",""
"Female","34"
"Male","25"
"","59"
"Terai Others",""
"Female","13"
"Male","4"
"","17"
"Thakuri",""
"Female","471"
"Male","356"
"","827"
"Tharu",""
"Female","13"
"Male","14"
"","27"
"Undefined Others",""
"Female","14"
"Male","14"
"","28"
