"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","506"
"Cow Dung","13"
"Electricity Fuel","3"
"KeroseneFuel","24"
"LP Gas","660"
"Not Sated about Fuel","21"
"OthersFuel","6"
"Wood/FireWood","4395"
"Total","5628"
