"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","703"
"Christianity","196"
"Hindu","21511"
"Islam","24"
"Jainism","0"
"Kirat","0"
"Prakriti","7"
"Sikhism","0"
"Undefined","60"
"Total","22502"
