"Population by Caste Ethinicity","Number"
"Badi",""
"Female","52"
"Male","54"
"","106"
"Bahing",""
"Female","71"
"Male","70"
"","141"
"Bangali",""
"Female","4"
"Male","10"
"","14"
"Bhote",""
"Female","5"
"Male","8"
"","13"
"Brahman - Hill",""
"Female","2490"
"Male","2352"
"","4842"
"Brahman - Tarai",""
"Female","11"
"Male","9"
"","20"
"Chamar/ Harijan/ Ram",""
"Female","12"
"Male","7"
"","19"
"Chhetri",""
"Female","8258"
"Male","7516"
"","15774"
"Dalit Others",""
"Female","28"
"Male","24"
"","52"
"Damai/Dholi",""
"Female","855"
"Male","729"
"","1584"
"Darai",""
"Female","15"
"Male","12"
"","27"
"Gharti/Bhujel",""
"Female","1028"
"Male","939"
"","1967"
"Gurung",""
"Female","398"
"Male","354"
"","752"
"Hajam/Thakur",""
"Female","39"
"Male","24"
"","63"
"Jirel",""
"Female","8"
"Male","9"
"","17"
"Kalar",""
"Female","161"
"Male","158"
"","319"
"Kami",""
"Female","3111"
"Male","2788"
"","5899"
"Kanu",""
"Female","9"
"Male","6"
"","15"
"Khaling",""
"Female","178"
"Male","153"
"","331"
"Koiri/Kushwaha",""
"Female","47"
"Male","49"
"","96"
"Kulung",""
"Female","4795"
"Male","4611"
"","9406"
"Limbu",""
"Female","16"
"Male","23"
"","39"
"Magar",""
"Female","2780"
"Male","2395"
"","5175"
"Majhi",""
"Female","75"
"Male","60"
"","135"
"Nachhiring",""
"Female","1843"
"Male","1851"
"","3694"
"Newar",""
"Female","1328"
"Male","1227"
"","2555"
"Others",""
"Female","217"
"Male","293"
"","510"
"Pattharkatta/ Kushwadiya",""
"Female","23"
"Male","25"
"","48"
"Rai",""
"Female","10652"
"Male","10030"
"","20682"
"Sanyasi/Dasnami",""
"Female","405"
"Male","371"
"","776"
"Sarki",""
"Female","283"
"Male","267"
"","550"
"Sherpa",""
"Female","9178"
"Male","8284"
"","17462"
"Sonar",""
"Female","13"
"Male","10"
"","23"
"Sunuwar",""
"Female","175"
"Male","142"
"","317"
"Tamang",""
"Female","5357"
"Male","5062"
"","10419"
"Terai Others",""
"Female","16"
"Male","13"
"","29"
"Tharu",""
"Female","33"
"Male","62"
"","95"
"Thulung",""
"Female","545"
"Male","531"
"","1076"
"Undefined Others",""
"Female","24"
"Male","16"
"","40"
"Yadav",""
"Female","2"
"Male","19"
"","21"
"Yamphu",""
"Female","8"
"Male","8"
"","16"
