"Population by Mother tongue","Number"
"Bahing",""
"Female","1325"
"Male","1188"
"","2513"
"Bantawa",""
"Female","16"
"Male","14"
"","30"
"Bhojpuri",""
"Female","15"
"Male","17"
"","32"
"Bhujel",""
"Female","33"
"Male","38"
"","71"
"Chamling",""
"Female","19"
"Male","24"
"","43"
"Doteli",""
"Female","25"
"Male","11"
"","36"
"Dumi",""
"Female","11"
"Male","17"
"","28"
"Gurung",""
"Female","30"
"Male","28"
"","58"
"Khaling",""
"Female","4593"
"Male","4390"
"","8983"
"Kulung",""
"Female","4910"
"Male","4761"
"","9671"
"Limbu",""
"Female","4"
"Male","8"
"","12"
"Magar",""
"Female","798"
"Male","806"
"","1604"
"Maithili",""
"Female","326"
"Male","415"
"","741"
"Nachhiring",""
"Female","2023"
"Male","2019"
"","4042"
"Nepali",""
"Female","20343"
"Male","18264"
"","38607"
"Newar",""
"Female","338"
"Male","297"
"","635"
"Not Reported",""
"Female","86"
"Male","91"
"","177"
"Others",""
"Female","190"
"Male","217"
"","407"
"Rai",""
"Female","223"
"Male","214"
"","437"
"Sherpa",""
"Female","9265"
"Male","8341"
"","17606"
"Sunuwar",""
"Female","129"
"Male","108"
"","237"
"Tamang",""
"Female","5032"
"Male","4800"
"","9832"
"Tharu",""
"Female","26"
"Male","38"
"","64"
"Thulung",""
"Female","4766"
"Male","4434"
"","9200"
"Tibetan",""
"Female","22"
"Male","31"
"","53"
