"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","25"
"Male","38"
"Bhujel",""
"Female","29"
"Male","34"
"Chamling",""
"Female","8"
"Male","9"
"Danuwar",""
"Female","318"
"Male","271"
"Doteli",""
"Female","38"
"Male","42"
"Hariyanwi",""
"Female","60"
"Male","47"
"Hindi",""
"Female","28"
"Male","22"
"Jero/Jerung",""
"Female","25"
"Male","20"
"Magahi",""
"Female","1086"
"Male","892"
"Magar",""
"Female","1289"
"Male","1202"
"Maithili",""
"Female","12251"
"Male","11682"
"Nepali",""
"Female","2218"
"Male","2172"
"Newar",""
"Female","283"
"Male","287"
"Not Reported",""
"Female","124"
"Male","119"
"Others",""
"Female","15"
"Male","18"
"Rai",""
"Female","34"
"Male","37"
"Sunuwar",""
"Female","74"
"Male","48"
"Tamang",""
"Female","535"
"Male","491"
"Urdu",""
"Female","242"
"Male","225"
