"Population by Five Years Age Group","Number"
"0-4",""
"Female","1839"
"Male","1891"
"10-14",""
"Female","2618"
"Male","2668"
"15-19",""
"Female","1757"
"Male","1951"
"20-24",""
"Female","1648"
"Male","1257"
"25-29",""
"Female","1560"
"Male","1137"
"30-34",""
"Female","1279"
"Male","914"
"35-39",""
"Female","1332"
"Male","989"
"40-44",""
"Female","1076"
"Male","914"
"45-49",""
"Female","810"
"Male","848"
"50-54",""
"Female","631"
"Male","726"
"55-59",""
"Female","494"
"Male","565"
"5-9",""
"Female","2295"
"Male","2365"
"60-64",""
"Female","554"
"Male","589"
"65-69",""
"Female","402"
"Male","373"
"70-74",""
"Female","224"
"Male","279"
"75+",""
"Female","163"
"Male","190"
