"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","14"
"Cow Dung","784"
"Electricity","0"
"Kerosene","76"
"LP Gas","62"
"Not stated","98"
"Others","4"
"Wood/Firewood","5999"
"Total","7037"
