"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","21"
"Cow Dung","1"
"Electricity Fuel","1"
"KeroseneFuel","7"
"LP Gas","82"
"Not Sated about Fuel","2"
"OthersFuel","1"
"Wood/FireWood","3843"
"Total","3958"
