"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3458"
"Christianity","212"
"Hindu","10451"
"Islam","10"
"Jainism","0"
"Kirat","4086"
"Prakriti","2"
"Sikhism","0"
"Undefined","16"
"Total","18235"
