"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","135"
"Cow Dung","3"
"Electricity","2"
"Kerosene","10"
"LP Gas","361"
"Not stated","10"
"Others","1"
"Wood/Firewood","3887"
"Total","4409"
