"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","841"
"Male","714"
"","1555"
"Byasi/Sauka",""
"Female","414"
"Male","369"
"","783"
"Chhetri",""
"Female","3581"
"Male","3185"
"","6766"
"Dalit Others",""
"Female","39"
"Male","39"
"","78"
"Damai/Dholi",""
"Female","10"
"Male","8"
"","18"
"Kami",""
"Female","320"
"Male","278"
"","598"
"Lohar",""
"Female","100"
"Male","95"
"","195"
"Magar",""
"Female","6"
"Male","14"
"","20"
"Others",""
"Female","9"
"Male","3"
"","12"
"Sarki",""
"Female","23"
"Male","28"
"","51"
"Tamang",""
"Female","30"
"Male","29"
"","59"
"Thakuri",""
"Female","109"
"Male","103"
"","212"
