"Population by Five Years Age Group","Number"
"0-4",""
"Female","885"
"Male","1009"
"10-14",""
"Female","1783"
"Male","1817"
"15-19",""
"Female","1689"
"Male","1602"
"20-24",""
"Female","1268"
"Male","1153"
"25-29",""
"Female","1072"
"Male","1004"
"30-34",""
"Female","892"
"Male","839"
"35-39",""
"Female","847"
"Male","766"
"40-44",""
"Female","753"
"Male","709"
"45-49",""
"Female","607"
"Male","593"
"50-54",""
"Female","563"
"Male","615"
"55-59",""
"Female","399"
"Male","420"
"5-9",""
"Female","1312"
"Male","1427"
"60-64",""
"Female","375"
"Male","383"
"65-69",""
"Female","297"
"Male","314"
"70-74",""
"Female","246"
"Male","234"
"75+",""
"Female","296"
"Male","340"
