"Population by Mother tongue","Number"
"Athpariya",""
"Female","2982"
"Male","2452"
"","5434"
"Bangla",""
"Female","2"
"Male","9"
"","11"
"Bantawa",""
"Female","8318"
"Male","7325"
"","15643"
"Bhojpuri",""
"Female","31"
"Male","53"
"","84"
"Bhujel",""
"Female","157"
"Male","127"
"","284"
"Bote",""
"Female","5"
"Male","8"
"","13"
"Chamling",""
"Female","222"
"Male","194"
"","416"
"Chhiling",""
"Female","1016"
"Male","912"
"","1928"
"Chhintang",""
"Female","1847"
"Male","1844"
"","3691"
"Dungmali",""
"Female","45"
"Male","29"
"","74"
"Gurung",""
"Female","305"
"Male","245"
"","550"
"Hindi",""
"Female","40"
"Male","73"
"","113"
"Khaling",""
"Female","38"
"Male","37"
"","75"
"Kuki",""
"Female","4"
"Male","7"
"","11"
"Kulung",""
"Female","26"
"Male","22"
"","48"
"Limbu",""
"Female","11060"
"Male","9190"
"","20250"
"Lohorung",""
"Female","81"
"Male","83"
"","164"
"Magar",""
"Female","8326"
"Male","6709"
"","15035"
"Maithili",""
"Female","308"
"Male","515"
"","823"
"Majhi",""
"Female","89"
"Male","69"
"","158"
"Nachhiring",""
"Female","51"
"Male","76"
"","127"
"Nepali",""
"Female","37410"
"Male","32422"
"","69832"
"Newar",""
"Female","1851"
"Male","1608"
"","3459"
"Not Reported",""
"Female","202"
"Male","195"
"","397"
"Others",""
"Female","268"
"Male","239"
"","507"
"Phangduwali",""
"Female","163"
"Male","127"
"","290"
"Rai",""
"Female","3037"
"Male","2567"
"","5604"
"Rajsthani",""
"Female","9"
"Male","5"
"","14"
"Sampang",""
"Female","66"
"Male","60"
"","126"
"Sanskrit",""
"Female","8"
"Male","7"
"","15"
"Sherpa",""
"Female","355"
"Male","292"
"","647"
"Sign Language",""
"Female","6"
"Male","8"
"","14"
"Tamang",""
"Female","5031"
"Male","4147"
"","9178"
"Tharu",""
"Female","30"
"Male","70"
"","100"
"Thulung",""
"Female","29"
"Male","33"
"","62"
"Urdu",""
"Female","36"
"Male","66"
"","102"
"Wambule",""
"Female","85"
"Male","73"
"","158"
"Yakkha",""
"Female","2623"
"Male","2210"
"","4833"
"Yamphu/Yamphe",""
"Female","589"
"Male","539"
"","1128"
