"Population by Religion","Number"
"Bahai","5"
"Bon","3"
"Buddism","22206"
"Christianity","2910"
"Hindu","80357"
"Islam","161"
"Jainism","13"
"Kirat","57088"
"Prakriti","192"
"Sikhism","2"
"Undefined","475"
"Total","163412"
