"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","89"
"Cow Dung","31"
"Electricity Fuel","37"
"KeroseneFuel","226"
"LP Gas","4590"
"Not Sated about Fuel","90"
"OthersFuel","103"
"Wood/FireWood","32450"
"Total","37616"
