"Population by Five Years Age Group","Number"
"0-4",""
"Female","634"
"Male","714"
"10-14",""
"Female","626"
"Male","641"
"15-19",""
"Female","421"
"Male","432"
"20-24",""
"Female","366"
"Male","328"
"25-29",""
"Female","248"
"Male","242"
"30-34",""
"Female","252"
"Male","169"
"35-39",""
"Female","230"
"Male","214"
"40-44",""
"Female","202"
"Male","176"
"45-49",""
"Female","153"
"Male","170"
"50-54",""
"Female","88"
"Male","138"
"55-59",""
"Female","99"
"Male","142"
"5-9",""
"Female","547"
"Male","612"
"60-64",""
"Female","152"
"Male","98"
"65-69",""
"Female","61"
"Male","65"
"70-74",""
"Female","26"
"Male","37"
"75+",""
"Female","23"
"Male","33"
