"Population by Five Years Age Group","Number"
"0-4",""
"Female","1400"
"Male","1520"
"10-14",""
"Female","1614"
"Male","1605"
"15-19",""
"Female","1274"
"Male","1208"
"20-24",""
"Female","1064"
"Male","766"
"25-29",""
"Female","886"
"Male","638"
"30-34",""
"Female","694"
"Male","590"
"35-39",""
"Female","647"
"Male","536"
"40-44",""
"Female","572"
"Male","476"
"45-49",""
"Female","429"
"Male","472"
"50-54",""
"Female","381"
"Male","397"
"55-59",""
"Female","312"
"Male","315"
"5-9",""
"Female","1592"
"Male","1551"
"60-64",""
"Female","374"
"Male","302"
"65-69",""
"Female","273"
"Male","238"
"70-74",""
"Female","212"
"Male","186"
"75+",""
"Female","210"
"Male","190"
