"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","10963"
"Christianity","700"
"Hindu","1784"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","6"
"Sikhism","0"
"Undefined","31"
"Total","13484"
