"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","16"
"Cow Dung","19"
"Electricity Fuel","1"
"KeroseneFuel","33"
"LP Gas","88"
"Not Sated about Fuel","10"
"OthersFuel","4"
"Wood/FireWood","5379"
"Total","5550"
