"Population by Single Year of Age","Number"
"0",""
"Female","462"
"Male","541"
"1",""
"Female","476"
"Male","493"
"10",""
"Female","767"
"Male","757"
"11",""
"Female","687"
"Male","720"
"12",""
"Female","820"
"Male","893"
"13",""
"Female","759"
"Male","736"
"14",""
"Female","769"
"Male","714"
"15",""
"Female","736"
"Male","693"
"16",""
"Female","744"
"Male","634"
"17",""
"Female","730"
"Male","534"
"18",""
"Female","819"
"Male","670"
"19",""
"Female","536"
"Male","406"
"2",""
"Female","536"
"Male","539"
"20",""
"Female","739"
"Male","533"
"21",""
"Female","510"
"Male","410"
"22",""
"Female","699"
"Male","470"
"23",""
"Female","570"
"Male","345"
"24",""
"Female","519"
"Male","396"
"25",""
"Female","679"
"Male","449"
"26",""
"Female","547"
"Male","346"
"27",""
"Female","497"
"Male","351"
"28",""
"Female","556"
"Male","383"
"29",""
"Female","355"
"Male","229"
"3",""
"Female","577"
"Male","581"
"30",""
"Female","744"
"Male","496"
"31",""
"Female","274"
"Male","200"
"32",""
"Female","425"
"Male","358"
"33",""
"Female","310"
"Male","199"
"34",""
"Female","274"
"Male","227"
"35",""
"Female","699"
"Male","552"
"36",""
"Female","293"
"Male","231"
"37",""
"Female","233"
"Male","163"
"38",""
"Female","341"
"Male","273"
"39",""
"Female","220"
"Male","188"
"4",""
"Female","592"
"Male","642"
"40",""
"Female","645"
"Male","523"
"41",""
"Female","167"
"Male","136"
"42",""
"Female","280"
"Male","251"
"43",""
"Female","198"
"Male","172"
"44",""
"Female","173"
"Male","132"
"45",""
"Female","514"
"Male","473"
"46",""
"Female","191"
"Male","166"
"47",""
"Female","144"
"Male","151"
"48",""
"Female","240"
"Male","225"
"49",""
"Female","120"
"Male","110"
"5",""
"Female","656"
"Male","700"
"50",""
"Female","429"
"Male","421"
"51",""
"Female","117"
"Male","130"
"52",""
"Female","155"
"Male","189"
"53",""
"Female","112"
"Male","100"
"54",""
"Female","111"
"Male","117"
"55",""
"Female","314"
"Male","317"
"56",""
"Female","111"
"Male","124"
"57",""
"Female","99"
"Male","107"
"58",""
"Female","161"
"Male","152"
"59",""
"Female","87"
"Male","94"
"6",""
"Female","652"
"Male","634"
"60",""
"Female","404"
"Male","378"
"61",""
"Female","85"
"Male","83"
"62",""
"Female","118"
"Male","118"
"63",""
"Female","81"
"Male","64"
"64",""
"Female","78"
"Male","72"
"65",""
"Female","269"
"Male","250"
"66",""
"Female","61"
"Male","73"
"67",""
"Female","68"
"Male","76"
"68",""
"Female","96"
"Male","150"
"69",""
"Female","37"
"Male","56"
"7",""
"Female","680"
"Male","723"
"70",""
"Female","190"
"Male","174"
"71",""
"Female","29"
"Male","37"
"72",""
"Female","67"
"Male","64"
"73",""
"Female","36"
"Male","47"
"74",""
"Female","21"
"Male","27"
"75",""
"Female","99"
"Male","87"
"76",""
"Female","21"
"Male","19"
"77",""
"Female","18"
"Male","24"
"78",""
"Female","30"
"Male","34"
"79",""
"Female","11"
"Male","17"
"8",""
"Female","634"
"Male","767"
"80",""
"Female","47"
"Male","44"
"81",""
"Female","8"
"Male","11"
"82",""
"Female","6"
"Male","13"
"83",""
"Female","13"
"Male","4"
"84",""
"Female","12"
"Male","14"
"85",""
"Female","54"
"Male","46"
"9",""
"Female","636"
"Male","660"
