"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","759"
"Cow Dung","398"
"Electricity","6"
"Kerosene","21"
"LP Gas","513"
"Not stated","24"
"Others","15"
"Wood/Firewood","9330"
"Total","11066"
