"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","66"
"Male","116"
"Doteli",""
"Female","5"
"Male","6"
"Ghale",""
"Female","38"
"Male","17"
"Gurung",""
"Female","83"
"Male","79"
"Hindi",""
"Female","36"
"Male","103"
"Kumal",""
"Female","628"
"Male","562"
"Magar",""
"Female","147"
"Male","118"
"Maithili",""
"Female","49"
"Male","104"
"Nepali",""
"Female","22168"
"Male","19017"
"Newar",""
"Female","1241"
"Male","1163"
"Not Reported",""
"Female","19"
"Male","17"
"Others",""
"Female","82"
"Male","69"
"Rai",""
"Female","87"
"Male","87"
"Sherpa",""
"Female","5"
"Male","11"
"Tamang",""
"Female","4374"
"Male","3664"
"Tharu",""
"Female","8"
"Male","4"
"Urdu",""
"Female","87"
"Male","91"
