"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","2"
"Cow Dung","1"
"Electricity","0"
"Kerosene","6"
"LP Gas","6"
"Not stated","7"
"Others","0"
"Wood/Firewood","2812"
"Total","2834"
