"Population by Mother tongue","Number"
"Bantawa",""
"Female","11"
"Male","7"
"Gurung",""
"Female","212"
"Male","167"
"Khaling",""
"Female","18"
"Male","16"
"Limbu",""
"Female","2182"
"Male","1939"
"Maithili",""
"Female","6"
"Male","13"
"Nepali",""
"Female","4081"
"Male","3484"
"Newar",""
"Female","38"
"Male","29"
"Not Reported",""
"Female","20"
"Male","19"
"Others",""
"Female","14"
"Male","10"
"Rai",""
"Female","264"
"Male","260"
"Sherpa",""
"Female","9"
"Male","7"
"Sign Language",""
"Female","7"
"Male","9"
"Sunuwar",""
"Female","212"
"Male","166"
"Tamang",""
"Female","222"
"Male","169"
