"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","389"
"Cow Dung","1417"
"Electricity","3"
"Kerosene","139"
"LP Gas","302"
"Not stated","16"
"Others","424"
"Wood/Firewood","6052"
"Total","8742"
