"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","7"
"Male","10"
"Bantar/Sardar",""
"Female","24"
"Male","11"
"Baraee",""
"Female","18"
"Male","22"
"Brahman - Hill",""
"Female","2713"
"Male","2371"
"Brahman - Tarai",""
"Female","10"
"Male","11"
"Chamar/ Harijan/ Ram",""
"Female","16"
"Male","12"
"Chhetri",""
"Female","1837"
"Male","1533"
"Damai/Dholi",""
"Female","92"
"Male","74"
"Dhanuk",""
"Female","41"
"Male","45"
"Dom",""
"Female","5"
"Male","7"
"Gaine",""
"Female","90"
"Male","85"
"Gangai",""
"Female","1655"
"Male","1625"
"Gharti/Bhujel",""
"Female","70"
"Male","43"
"Gurung",""
"Female","150"
"Male","136"
"Hajam/Thakur",""
"Female","110"
"Male","147"
"Halwai",""
"Female","31"
"Male","38"
"Jhangad/ Dhagar",""
"Female","8"
"Male","4"
"Kahar",""
"Female","15"
"Male","6"
"Kalwar",""
"Female","24"
"Male","18"
"Kami",""
"Female","103"
"Male","77"
"Kathabaniyan",""
"Female","45"
"Male","49"
"Kayastha",""
"Female","6"
"Male","6"
"Koiri/Kushwaha",""
"Female","14"
"Male","19"
"Kumal",""
"Female","22"
"Male","14"
"Kurmi",""
"Female","8"
"Male","9"
"Limbu",""
"Female","501"
"Male","417"
"Lohar",""
"Female","14"
"Male","8"
"Magar",""
"Female","95"
"Male","85"
"Majhi",""
"Female","245"
"Male","228"
"Mali",""
"Female","24"
"Male","23"
"Mallaha",""
"Female","80"
"Male","65"
"Meche",""
"Female","20"
"Male","17"
"Musahar",""
"Female","31"
"Male","25"
"Musalman",""
"Female","3121"
"Male","2646"
"Newar",""
"Female","174"
"Male","146"
"Others",""
"Female","54"
"Male","37"
"Punjabi/Sikh",""
"Female","30"
"Male","24"
"Rai",""
"Female","251"
"Male","197"
"Rajbansi",""
"Female","7300"
"Male","6722"
"Sanyasi/Dasnami",""
"Female","101"
"Male","105"
"Sarki",""
"Female","22"
"Male","18"
"Satar/ Santhal",""
"Female","716"
"Male","658"
"Sonar",""
"Female","54"
"Male","44"
"Sunuwar",""
"Female","114"
"Male","133"
"Tamang",""
"Female","313"
"Male","264"
"Teli",""
"Female","43"
"Male","40"
"Terai Others",""
"Female","62"
"Male","66"
"Tharu",""
"Female","12"
"Male","14"
"Undefined Others",""
"Female","61"
"Male","62"
"Yadav",""
"Female","279"
"Male","291"
