"Population by Five Years Age Group","Number"
"0-4",""
"Female","2119"
"Male","2281"
"10-14",""
"Female","2531"
"Male","2373"
"15-19",""
"Female","2245"
"Male","1871"
"20-24",""
"Female","1848"
"Male","1217"
"25-29",""
"Female","1778"
"Male","1150"
"30-34",""
"Female","1418"
"Male","1114"
"35-39",""
"Female","1389"
"Male","1103"
"40-44",""
"Female","1225"
"Male","1101"
"45-49",""
"Female","971"
"Male","1028"
"50-54",""
"Female","742"
"Male","799"
"55-59",""
"Female","686"
"Male","685"
"5-9",""
"Female","2270"
"Male","2421"
"60-64",""
"Female","611"
"Male","608"
"65-69",""
"Female","449"
"Male","414"
"70-74",""
"Female","256"
"Male","298"
"75+",""
"Female","294"
"Male","298"
