"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","18"
"Male","32"
"","50"
"Chepang",""
"Female","196"
"Male","160"
"","356"
"Gurung",""
"Female","58"
"Male","32"
"","90"
"Magar",""
"Female","4019"
"Male","3150"
"","7169"
"Maithili",""
"Female","10"
"Male","19"
"","29"
"Nepali",""
"Female","11122"
"Male","8619"
"","19741"
"Newar",""
"Female","24"
"Male","14"
"","38"
"Not Reported",""
"Female","5"
"Male","6"
"","11"
"Others",""
"Female","15"
"Male","11"
"","26"
"Tamang",""
"Female","4"
"Male","7"
"","11"
"Urdu",""
"Female","19"
"Male","15"
"","34"
