"Population by Mother tongue","Number"
"Avadhi",""
"Female","123"
"Male","152"
"","275"
"Bhojpuri",""
"Female","44"
"Male","74"
"","118"
"Doteli",""
"Female","8"
"Male","10"
"","18"
"Gurung",""
"Female","33"
"Male","21"
"","54"
"Hindi",""
"Female","513"
"Male","613"
"","1126"
"Kham",""
"Female","1867"
"Male","1562"
"","3429"
"Magar",""
"Female","895"
"Male","696"
"","1591"
"Maithili",""
"Female","94"
"Male","167"
"","261"
"Nepali",""
"Female","60596"
"Male","51073"
"","111669"
"Newar",""
"Female","190"
"Male","195"
"","385"
"Not Reported",""
"Female","77"
"Male","70"
"","147"
"Others",""
"Female","23"
"Male","29"
"","52"
"Sign Language",""
"Female","9"
"Male","9"
"","18"
"Tamang",""
"Female","15"
"Male","16"
"","31"
"Tharu",""
"Female","19186"
"Male","17460"
"","36646"
"Urdu",""
"Female","162"
"Male","182"
"","344"
