"Population by Five Years Age Group","Number"
"0-4",""
"Female","11436"
"Male","11768"
"10-14",""
"Female","18861"
"Male","18366"
"15-19",""
"Female","17108"
"Male","14227"
"20-24",""
"Female","12588"
"Male","6427"
"25-29",""
"Female","10713"
"Male","5484"
"30-34",""
"Female","9021"
"Male","4872"
"35-39",""
"Female","9005"
"Male","5205"
"40-44",""
"Female","8680"
"Male","5749"
"45-49",""
"Female","7720"
"Male","5898"
"50-54",""
"Female","7176"
"Male","6461"
"55-59",""
"Female","5573"
"Male","5440"
"5-9",""
"Female","14447"
"Male","14320"
"60-64",""
"Female","5457"
"Male","4856"
"65-69",""
"Female","4037"
"Male","3892"
"70-74",""
"Female","3287"
"Male","3217"
"75+",""
"Female","4911"
"Male","4859"
