"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","2558"
"Cow Dung","20"
"Electricity","37"
"Kerosene","268"
"LP Gas","7214"
"Not stated","259"
"Others","53"
"Wood/Firewood","56049"
"Total","66458"
