"Population by Single Year of Age","Number"
"0",""
"Female","2221"
"Male","2365"
"1",""
"Female","2099"
"Male","2306"
"10",""
"Female","3631"
"Male","3637"
"11",""
"Female","3355"
"Male","3205"
"12",""
"Female","3975"
"Male","4045"
"13",""
"Female","3770"
"Male","3686"
"14",""
"Female","4130"
"Male","3793"
"15",""
"Female","3912"
"Male","3663"
"16",""
"Female","3781"
"Male","3325"
"17",""
"Female","3336"
"Male","2912"
"18",""
"Female","3553"
"Male","2740"
"19",""
"Female","2526"
"Male","1587"
"2",""
"Female","2271"
"Male","2323"
"20",""
"Female","2955"
"Male","1733"
"21",""
"Female","2442"
"Male","1297"
"22",""
"Female","2821"
"Male","1289"
"23",""
"Female","2141"
"Male","1022"
"24",""
"Female","2229"
"Male","1086"
"25",""
"Female","2957"
"Male","1366"
"26",""
"Female","2169"
"Male","995"
"27",""
"Female","1937"
"Male","1101"
"28",""
"Female","2354"
"Male","1231"
"29",""
"Female","1296"
"Male","791"
"3",""
"Female","2271"
"Male","2253"
"30",""
"Female","3311"
"Male","1492"
"31",""
"Female","1210"
"Male","694"
"32",""
"Female","1892"
"Male","1122"
"33",""
"Female","1320"
"Male","768"
"34",""
"Female","1288"
"Male","796"
"35",""
"Female","3505"
"Male","1695"
"36",""
"Female","1597"
"Male","937"
"37",""
"Female","1224"
"Male","790"
"38",""
"Female","1646"
"Male","1066"
"39",""
"Female","1033"
"Male","717"
"4",""
"Female","2574"
"Male","2521"
"40",""
"Female","3672"
"Male","2133"
"41",""
"Female","1049"
"Male","757"
"42",""
"Female","1720"
"Male","1254"
"43",""
"Female","1158"
"Male","823"
"44",""
"Female","1081"
"Male","782"
"45",""
"Female","2994"
"Male","1972"
"46",""
"Female","1186"
"Male","974"
"47",""
"Female","992"
"Male","806"
"48",""
"Female","1524"
"Male","1295"
"49",""
"Female","1024"
"Male","851"
"5",""
"Female","2673"
"Male","2658"
"50",""
"Female","3109"
"Male","2425"
"51",""
"Female","929"
"Male","957"
"52",""
"Female","1394"
"Male","1359"
"53",""
"Female","904"
"Male","854"
"54",""
"Female","840"
"Male","866"
"55",""
"Female","1899"
"Male","1764"
"56",""
"Female","948"
"Male","998"
"57",""
"Female","865"
"Male","894"
"58",""
"Female","1087"
"Male","1049"
"59",""
"Female","774"
"Male","735"
"6",""
"Female","2678"
"Male","2734"
"60",""
"Female","2413"
"Male","2026"
"61",""
"Female","773"
"Male","759"
"62",""
"Female","945"
"Male","857"
"63",""
"Female","663"
"Male","620"
"64",""
"Female","663"
"Male","594"
"65",""
"Female","1686"
"Male","1353"
"66",""
"Female","585"
"Male","584"
"67",""
"Female","673"
"Male","690"
"68",""
"Female","768"
"Male","819"
"69",""
"Female","325"
"Male","446"
"7",""
"Female","2931"
"Male","2875"
"70",""
"Female","1491"
"Male","1249"
"71",""
"Female","405"
"Male","450"
"72",""
"Female","656"
"Male","670"
"73",""
"Female","403"
"Male","491"
"74",""
"Female","332"
"Male","357"
"75",""
"Female","937"
"Male","834"
"76",""
"Female","366"
"Male","375"
"77",""
"Female","379"
"Male","361"
"78",""
"Female","461"
"Male","558"
"79",""
"Female","229"
"Male","268"
"8",""
"Female","3092"
"Male","3164"
"80",""
"Female","669"
"Male","565"
"81",""
"Female","179"
"Male","190"
"82",""
"Female","230"
"Male","257"
"83",""
"Female","201"
"Male","252"
"84",""
"Female","215"
"Male","244"
"85",""
"Female","1045"
"Male","955"
"9",""
"Female","3073"
"Male","2889"
