"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","448"
"Cow Dung","26"
"Electricity","0"
"Kerosene","53"
"LP Gas","47"
"Not stated","49"
"Others","4"
"Wood/Firewood","8090"
"Total","8717"
