"Population by Five Years Age Group","Number"
"0-4",""
"Female","1102"
"Male","1189"
"10-14",""
"Female","1408"
"Male","1378"
"15-19",""
"Female","1160"
"Male","987"
"20-24",""
"Female","890"
"Male","525"
"25-29",""
"Female","773"
"Male","379"
"30-34",""
"Female","640"
"Male","347"
"35-39",""
"Female","568"
"Male","326"
"40-44",""
"Female","499"
"Male","354"
"45-49",""
"Female","467"
"Male","368"
"50-54",""
"Female","420"
"Male","340"
"55-59",""
"Female","344"
"Male","327"
"5-9",""
"Female","1242"
"Male","1224"
"60-64",""
"Female","331"
"Male","298"
"65-69",""
"Female","235"
"Male","211"
"70-74",""
"Female","196"
"Male","157"
"75+",""
"Female","264"
"Male","259"
