"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","2016"
"Electricity","0"
"Kerosene","105"
"LP Gas","6"
"Not stated","42"
"Others","116"
"Wood/Firewood","2120"
"Total","4409"
